City,Date,PM25,PM10,Temperature,Humidity,AQI
Delhi,2026-06-01 11:58:41.872998,27,138,20,46,82
Mumbai,2026-05-23 11:58:41.872998,169,80,24,53,124
Hyderabad,2026-06-05 11:58:41.872998,26,97,23,46,61
Chennai,2026-06-06 11:58:41.872998,131,210,21,43,170
Hyderabad,2026-06-14 11:58:41.872998,100,171,24,63,135
Delhi,2026-05-31 11:58:41.872998,51,112,20,54,81
Delhi,2026-06-12 11:58:41.872998,44,213,29,56,128
Bangalore,2026-06-05 11:58:41.872998,131,118,28,56,124
Hyderabad,2026-05-23 11:58:41.872998,37,154,22,46,95
Bangalore,2026-05-28 11:58:41.872998,105,36,31,50,70
Delhi,2026-06-14 11:58:41.872998,53,119,31,49,86
Delhi,2026-05-25 11:58:41.872998,26,132,32,51,79
Delhi,2026-06-04 11:58:41.872998,113,127,31,74,120
Delhi,2026-05-30 11:58:41.872998,115,222,28,43,168
Mumbai,2026-06-11 11:58:41.872998,190,33,38,45,111
Bangalore,2026-05-19 11:58:41.872998,198,207,33,81,202
Delhi,2026-06-08 11:58:41.872998,108,157,25,83,132
Mumbai,2026-06-01 11:58:41.872998,117,81,25,72,99
Chennai,2026-05-21 11:58:41.872998,169,32,20,47,100
Hyderabad,2026-05-20 11:58:41.872998,166,197,34,53,181
Delhi,2026-06-13 11:58:41.872998,56,208,25,42,132
Bangalore,2026-06-10 11:58:41.872998,175,34,34,89,104
Delhi,2026-05-20 11:58:41.872998,120,30,22,65,75
Mumbai,2026-06-17 11:58:41.872998,34,162,26,68,98
Bangalore,2026-06-17 11:58:41.872998,100,217,37,54,158
Bangalore,2026-05-31 11:58:41.872998,116,132,36,60,124
Mumbai,2026-06-04 11:58:41.872998,188,199,28,80,193
Bangalore,2026-05-27 11:58:41.872998,198,126,37,52,162
Chennai,2026-06-07 11:58:41.872998,79,137,31,76,108
Hyderabad,2026-06-12 11:58:41.872998,107,236,29,56,171
Hyderabad,2026-06-17 11:58:41.872998,159,199,28,79,179
Delhi,2026-06-09 11:58:41.872998,164,57,38,49,110
Chennai,2026-05-28 11:58:41.872998,38,183,36,69,110
Mumbai,2026-06-12 11:58:41.872998,52,237,27,53,144
Delhi,2026-06-06 11:58:41.872998,158,106,23,77,132
Delhi,2026-06-16 11:58:41.872998,170,180,36,69,175
Hyderabad,2026-05-26 11:58:41.872998,26,184,29,73,105
Hyderabad,2026-05-20 11:58:41.872998,197,183,24,42,190
Bangalore,2026-06-15 11:58:41.872998,157,151,32,55,154
Chennai,2026-05-31 11:58:41.872998,181,134,27,81,157
Bangalore,2026-05-31 11:58:41.872998,105,191,38,61,148
Delhi,2026-05-20 11:58:41.872998,147,41,26,65,94
Hyderabad,2026-05-19 11:58:41.872998,55,161,23,51,108
Delhi,2026-05-24 11:58:41.872998,30,85,28,81,57
Hyderabad,2026-06-09 11:58:41.872998,90,90,29,47,90
Bangalore,2026-05-19 11:58:41.872998,176,81,32,50,128
Bangalore,2026-06-12 11:58:41.872998,176,161,27,66,168
Mumbai,2026-06-09 11:58:41.872998,152,108,27,85,130
Delhi,2026-06-07 11:58:41.872998,143,192,33,70,167
Hyderabad,2026-05-31 11:58:41.872998,68,231,39,72,149
Bangalore,2026-05-30 11:58:41.872998,141,69,30,76,105
Mumbai,2026-06-04 11:58:41.872998,96,161,32,72,128
Chennai,2026-05-19 11:58:41.872998,51,248,20,69,149
Mumbai,2026-05-28 11:58:41.872998,147,96,31,70,121
Chennai,2026-06-12 11:58:41.872998,54,148,32,86,101
Delhi,2026-05-25 11:58:41.872998,132,56,22,80,94
Delhi,2026-06-11 11:58:41.872998,121,64,22,51,92
Hyderabad,2026-05-24 11:58:41.872998,30,64,22,74,47
Delhi,2026-05-29 11:58:41.872998,144,244,21,80,194
Bangalore,2026-06-07 11:58:41.872998,180,180,36,83,180
Bangalore,2026-05-27 11:58:41.872998,46,170,33,64,108
Bangalore,2026-06-13 11:58:41.872998,38,137,25,46,87
Bangalore,2026-05-31 11:58:41.872998,93,100,22,71,96
Bangalore,2026-06-16 11:58:41.872998,133,194,25,89,163
Mumbai,2026-06-04 11:58:41.872998,138,125,31,41,131
Chennai,2026-06-04 11:58:41.872998,46,231,34,86,138
Delhi,2026-06-14 11:58:41.872998,43,176,25,54,109
Delhi,2026-06-08 11:58:41.872998,29,209,36,88,119
Bangalore,2026-05-27 11:58:41.872998,164,50,38,87,107
Delhi,2026-05-20 11:58:41.872998,162,144,28,82,153
Bangalore,2026-06-08 11:58:41.872998,20,111,29,61,65
Mumbai,2026-06-06 11:58:41.872998,157,240,24,63,198
Bangalore,2026-05-28 11:58:41.872998,178,146,28,68,162
Chennai,2026-06-14 11:58:41.872998,38,199,35,89,118
Chennai,2026-06-06 11:58:41.872998,105,69,39,67,87
Hyderabad,2026-05-22 11:58:41.872998,155,112,24,62,133
Delhi,2026-06-17 11:58:41.872998,103,114,30,81,108
Delhi,2026-06-08 11:58:41.872998,192,42,29,54,117
Bangalore,2026-06-02 11:58:41.872998,135,36,34,56,85
Bangalore,2026-06-05 11:58:41.872998,123,232,21,57,177
Bangalore,2026-06-16 11:58:41.872998,116,66,29,85,91
Mumbai,2026-05-30 11:58:41.872998,108,198,30,41,153
Delhi,2026-06-04 11:58:41.872998,137,89,21,41,113
Mumbai,2026-05-24 11:58:41.872998,72,157,28,44,114
Mumbai,2026-05-25 11:58:41.872998,198,186,32,50,192
Hyderabad,2026-06-07 11:58:41.872998,158,225,36,41,191
Delhi,2026-05-20 11:58:41.872998,24,130,27,68,77
Delhi,2026-05-21 11:58:41.872998,117,87,29,71,102
Chennai,2026-06-03 11:58:41.872998,191,156,26,88,173
Chennai,2026-06-15 11:58:41.872998,97,59,26,45,78
Bangalore,2026-05-21 11:58:41.872998,132,228,25,74,180
Bangalore,2026-06-13 11:58:41.872998,171,218,25,73,194
Chennai,2026-05-25 11:58:41.872998,151,139,30,61,145
Bangalore,2026-05-20 11:58:41.872998,54,122,27,76,88
Bangalore,2026-06-14 11:58:41.872998,88,180,24,88,134
Mumbai,2026-06-01 11:58:41.872998,114,237,23,86,175
Delhi,2026-06-01 11:58:41.872998,155,93,22,75,124
Delhi,2026-05-20 11:58:41.872998,125,174,35,64,149
Mumbai,2026-06-12 11:58:41.872998,153,208,38,50,180
Hyderabad,2026-05-28 11:58:41.872998,142,181,31,78,161
Chennai,2026-06-03 11:58:41.872998,54,177,21,77,115
Mumbai,2026-06-04 11:58:41.872998,178,170,24,67,174
Hyderabad,2026-06-01 11:58:41.872998,169,238,22,78,203
Mumbai,2026-06-17 11:58:41.872998,148,226,37,82,187
Delhi,2026-06-06 11:58:41.872998,120,94,23,55,107
Hyderabad,2026-05-25 11:58:41.872998,44,233,28,40,138
Hyderabad,2026-05-19 11:58:41.872998,157,115,33,42,136
Delhi,2026-05-25 11:58:41.872998,145,107,31,73,126
Delhi,2026-06-05 11:58:41.872998,143,193,33,57,168
Chennai,2026-06-08 11:58:41.872998,122,120,32,80,121
Delhi,2026-06-07 11:58:41.872998,22,46,23,69,34
Bangalore,2026-05-28 11:58:41.872998,157,225,30,73,191
Delhi,2026-05-21 11:58:41.872998,151,149,32,88,150
Bangalore,2026-05-26 11:58:41.872998,25,71,25,74,48
Mumbai,2026-06-13 11:58:41.872998,62,73,28,54,67
Mumbai,2026-05-30 11:58:41.872998,186,115,37,67,150
Bangalore,2026-05-29 11:58:41.872998,124,113,27,60,118
Chennai,2026-06-01 11:58:41.872998,189,234,35,64,211
Delhi,2026-06-01 11:58:41.872998,108,134,31,72,121
Mumbai,2026-06-02 11:58:41.872998,26,121,34,43,73
Chennai,2026-05-19 11:58:41.872998,67,116,30,73,91
Bangalore,2026-05-25 11:58:41.872998,41,103,35,52,72
Delhi,2026-06-16 11:58:41.872998,140,156,29,56,148
Mumbai,2026-06-14 11:58:41.872998,29,146,25,54,87
Hyderabad,2026-05-28 11:58:41.872998,36,98,26,83,67
Bangalore,2026-06-15 11:58:41.872998,157,80,37,44,118
Delhi,2026-06-06 11:58:41.872998,99,235,25,51,167
Bangalore,2026-05-20 11:58:41.872998,57,234,29,74,145
Delhi,2026-05-23 11:58:41.872998,45,137,33,74,91
Bangalore,2026-06-09 11:58:41.872998,63,77,24,86,70
Bangalore,2026-06-03 11:58:41.872998,198,213,21,67,205
Bangalore,2026-05-29 11:58:41.872998,36,96,35,77,66
Chennai,2026-06-14 11:58:41.872998,93,166,25,87,129
Chennai,2026-05-22 11:58:41.872998,198,125,37,69,161
Delhi,2026-05-22 11:58:41.872998,151,174,30,79,162
Bangalore,2026-06-17 11:58:41.872998,128,164,37,61,146
Hyderabad,2026-05-23 11:58:41.872998,149,231,29,46,190
Bangalore,2026-06-14 11:58:41.872998,131,182,26,69,156
Bangalore,2026-05-21 11:58:41.872998,85,201,27,67,143
Bangalore,2026-05-30 11:58:41.872998,84,131,20,75,107
Delhi,2026-06-02 11:58:41.872998,77,121,20,61,99
Mumbai,2026-06-02 11:58:41.872998,39,209,33,69,124
Chennai,2026-06-12 11:58:41.872998,20,139,35,43,79
Chennai,2026-06-05 11:58:41.872998,59,53,30,45,56
Delhi,2026-05-21 11:58:41.872998,115,161,32,40,138
Mumbai,2026-06-05 11:58:41.872998,143,170,39,47,156
Delhi,2026-05-20 11:58:41.872998,141,230,20,64,185
Mumbai,2026-06-11 11:58:41.872998,186,43,38,75,114
Bangalore,2026-06-03 11:58:41.872998,191,78,30,44,134
Mumbai,2026-05-27 11:58:41.872998,160,137,28,70,148
Mumbai,2026-06-01 11:58:41.872998,91,56,26,83,73
Mumbai,2026-05-31 11:58:41.872998,192,246,36,54,219
Bangalore,2026-05-22 11:58:41.872998,181,94,29,53,137
Hyderabad,2026-05-21 11:58:41.872998,31,44,26,67,37
Mumbai,2026-06-14 11:58:41.872998,183,206,37,65,194
Bangalore,2026-05-24 11:58:41.872998,26,33,34,42,29
Chennai,2026-05-19 11:58:41.872998,109,167,32,63,138
Hyderabad,2026-06-10 11:58:41.872998,168,115,25,52,141
Delhi,2026-06-05 11:58:41.872998,108,177,28,59,142
Chennai,2026-05-31 11:58:41.872998,56,45,20,56,50
Delhi,2026-06-13 11:58:41.872998,81,191,31,56,136
Delhi,2026-05-24 11:58:41.872998,55,244,34,86,149
Delhi,2026-06-01 11:58:41.872998,164,34,22,57,99
Chennai,2026-05-24 11:58:41.872998,139,118,37,52,128
Mumbai,2026-06-08 11:58:41.872998,198,245,34,78,221
Mumbai,2026-05-29 11:58:41.872998,72,111,39,83,91
Mumbai,2026-06-16 11:58:41.872998,60,78,39,77,69
Mumbai,2026-05-30 11:58:41.872998,83,46,23,78,64
Hyderabad,2026-05-26 11:58:41.872998,127,217,34,62,172
Delhi,2026-06-05 11:58:41.872998,75,82,27,80,78
Delhi,2026-05-29 11:58:41.872998,40,60,22,77,50
Mumbai,2026-06-03 11:58:41.872998,106,236,37,87,171
Delhi,2026-06-14 11:58:41.872998,92,166,31,78,129
Bangalore,2026-06-08 11:58:41.872998,120,170,34,67,145
Chennai,2026-05-24 11:58:41.872998,131,154,33,54,142
Bangalore,2026-06-09 11:58:41.872998,31,73,35,70,52
Bangalore,2026-06-05 11:58:41.872998,50,142,37,88,96
Delhi,2026-05-19 11:58:41.872998,177,35,21,89,106
Chennai,2026-06-05 11:58:41.872998,109,216,38,57,162
Delhi,2026-06-13 11:58:41.872998,193,69,35,49,131
Hyderabad,2026-05-20 11:58:41.872998,151,203,33,40,177
Chennai,2026-05-24 11:58:41.872998,92,155,20,89,123
Delhi,2026-06-17 11:58:41.872998,155,248,37,41,201
Delhi,2026-06-10 11:58:41.872998,141,71,38,41,106
Chennai,2026-06-08 11:58:41.872998,54,200,38,45,127
Mumbai,2026-06-08 11:58:41.872998,184,48,21,54,116
Mumbai,2026-05-30 11:58:41.872998,43,125,35,88,84
Bangalore,2026-05-26 11:58:41.872998,113,56,28,80,84
Mumbai,2026-06-09 11:58:41.872998,47,177,31,86,112
Chennai,2026-05-19 11:58:41.872998,155,218,24,89,186
Chennai,2026-06-11 11:58:41.872998,154,226,33,40,190
Hyderabad,2026-05-29 11:58:41.872998,101,98,26,89,99
Hyderabad,2026-06-03 11:58:41.872998,193,34,29,87,113
Bangalore,2026-05-21 11:58:41.872998,124,90,34,64,107
Hyderabad,2026-05-27 11:58:41.872998,67,183,28,88,125
Mumbai,2026-06-15 11:58:41.872998,153,209,20,87,181
Bangalore,2026-06-09 11:58:41.872998,135,226,39,71,180
Bangalore,2026-06-02 11:58:41.872998,157,248,30,70,202
Hyderabad,2026-06-13 11:58:41.872998,125,34,30,50,79
Chennai,2026-05-31 11:58:41.872998,199,210,20,65,204
Chennai,2026-05-24 11:58:41.872998,104,124,33,86,114
Hyderabad,2026-05-24 11:58:41.872998,152,173,23,71,162
Mumbai,2026-05-21 11:58:41.872998,182,214,25,67,198
Hyderabad,2026-05-26 11:58:41.872998,35,62,31,84,48
Mumbai,2026-05-19 11:58:41.872998,143,208,24,60,175
Delhi,2026-06-01 11:58:41.872998,107,46,30,59,76
Hyderabad,2026-05-24 11:58:41.872998,146,64,24,79,105
Mumbai,2026-06-01 11:58:41.872998,78,73,20,71,75
Mumbai,2026-06-01 11:58:41.872998,137,101,24,84,119
Chennai,2026-06-16 11:58:41.872998,67,81,33,67,74
Chennai,2026-06-09 11:58:41.872998,21,167,34,70,94
Chennai,2026-06-01 11:58:41.872998,114,105,27,62,109
Delhi,2026-06-10 11:58:41.872998,54,222,34,69,138
Bangalore,2026-06-06 11:58:41.872998,175,50,38,80,112
Bangalore,2026-05-25 11:58:41.872998,155,163,27,63,159
Hyderabad,2026-06-10 11:58:41.872998,167,228,37,76,197
Hyderabad,2026-06-11 11:58:41.872998,89,61,39,59,75
Mumbai,2026-06-15 11:58:41.872998,188,204,27,60,196
Delhi,2026-06-06 11:58:41.872998,193,243,33,54,218
Chennai,2026-06-01 11:58:41.872998,124,243,31,85,183
Hyderabad,2026-05-24 11:58:41.872998,58,170,28,72,114
Mumbai,2026-05-23 11:58:41.872998,132,189,35,88,160
Mumbai,2026-05-23 11:58:41.872998,105,239,31,79,172
Bangalore,2026-05-23 11:58:41.872998,49,42,32,65,45
Mumbai,2026-06-13 11:58:41.872998,124,155,34,78,139
Mumbai,2026-06-14 11:58:41.872998,127,73,39,47,100
Hyderabad,2026-05-24 11:58:41.872998,99,213,32,82,156
Mumbai,2026-06-03 11:58:41.872998,179,81,26,58,130
Bangalore,2026-05-25 11:58:41.872998,85,140,28,63,112
Delhi,2026-06-08 11:58:41.872998,180,164,37,54,172
Chennai,2026-06-15 11:58:41.872998,137,135,23,42,136
Chennai,2026-06-05 11:58:41.872998,116,149,34,89,132
Hyderabad,2026-06-01 11:58:41.872998,28,166,27,63,97
Bangalore,2026-06-13 11:58:41.872998,109,233,24,84,171
Chennai,2026-06-12 11:58:41.872998,69,222,38,67,145
Chennai,2026-06-12 11:58:41.872998,34,166,29,85,100
Mumbai,2026-05-25 11:58:41.872998,85,71,37,88,78
Delhi,2026-05-29 11:58:41.872998,137,61,30,69,99
Delhi,2026-05-26 11:58:41.872998,41,194,37,51,117
Chennai,2026-06-17 11:58:41.872998,69,79,35,49,74
Chennai,2026-05-28 11:58:41.872998,122,236,26,46,179
Delhi,2026-06-16 11:58:41.872998,135,84,39,45,109
Chennai,2026-05-26 11:58:41.872998,152,102,38,48,127
Mumbai,2026-05-27 11:58:41.872998,74,128,31,62,101
Bangalore,2026-06-09 11:58:41.872998,87,93,20,54,90
Delhi,2026-05-23 11:58:41.872998,27,103,38,76,65
Hyderabad,2026-06-08 11:58:41.872998,187,225,32,85,206
Bangalore,2026-06-05 11:58:41.872998,194,207,32,50,200
Chennai,2026-06-07 11:58:41.872998,108,217,36,82,162
Hyderabad,2026-06-17 11:58:41.872998,59,65,38,63,62
Chennai,2026-06-11 11:58:41.872998,142,235,30,48,188
Bangalore,2026-05-20 11:58:41.872998,93,144,37,67,118
Mumbai,2026-05-26 11:58:41.872998,42,116,32,86,79
Delhi,2026-05-28 11:58:41.872998,146,98,25,46,122
Chennai,2026-06-01 11:58:41.872998,145,132,37,66,138
Chennai,2026-05-30 11:58:41.872998,143,133,29,75,138
Mumbai,2026-05-27 11:58:41.872998,153,180,38,40,166
Hyderabad,2026-05-28 11:58:41.872998,163,103,32,72,133
Mumbai,2026-05-30 11:58:41.872998,169,124,35,75,146
Mumbai,2026-05-26 11:58:41.872998,26,30,39,40,28
Bangalore,2026-05-27 11:58:41.872998,142,64,25,71,103
Bangalore,2026-06-07 11:58:41.872998,129,126,27,44,127
Bangalore,2026-06-08 11:58:41.872998,169,99,23,88,134
Chennai,2026-05-26 11:58:41.872998,149,81,33,52,115
Bangalore,2026-06-02 11:58:41.872998,35,86,22,47,60
Bangalore,2026-06-12 11:58:41.872998,37,100,34,57,68
Hyderabad,2026-06-04 11:58:41.872998,58,230,23,72,144
Delhi,2026-05-30 11:58:41.872998,108,212,26,57,160
Chennai,2026-05-31 11:58:41.872998,78,192,39,53,135
Bangalore,2026-06-02 11:58:41.872998,130,99,24,67,114
Hyderabad,2026-06-07 11:58:41.872998,26,182,23,54,104
Hyderabad,2026-05-25 11:58:41.872998,77,221,36,67,149
Delhi,2026-05-29 11:58:41.872998,147,221,39,41,184
Mumbai,2026-05-30 11:58:41.872998,27,167,22,65,97
Mumbai,2026-06-01 11:58:41.872998,70,171,27,70,120
Bangalore,2026-06-16 11:58:41.872998,197,105,39,56,151
Chennai,2026-06-16 11:58:41.872998,190,232,21,44,211
Bangalore,2026-05-30 11:58:41.872998,120,65,20,41,92
Chennai,2026-05-30 11:58:41.872998,144,166,35,68,155
Hyderabad,2026-06-17 11:58:41.872998,121,149,24,57,135
Delhi,2026-06-12 11:58:41.872998,170,122,39,40,146
Chennai,2026-05-28 11:58:41.872998,77,40,36,50,58
Hyderabad,2026-06-14 11:58:41.872998,181,33,23,55,107
Mumbai,2026-05-29 11:58:41.872998,124,155,21,89,139
Hyderabad,2026-06-04 11:58:41.872998,170,147,32,81,158
Hyderabad,2026-05-23 11:58:41.872998,49,107,27,59,78
Hyderabad,2026-06-07 11:58:41.872998,185,51,33,80,118
Hyderabad,2026-06-10 11:58:41.872998,115,53,20,84,84
Delhi,2026-06-08 11:58:41.872998,135,245,37,76,190
Hyderabad,2026-06-07 11:58:41.872998,94,32,25,56,63
Delhi,2026-06-05 11:58:41.872998,23,204,31,73,113
Hyderabad,2026-06-17 11:58:41.872998,179,236,30,81,207
Mumbai,2026-05-25 11:58:41.872998,118,63,28,49,90
Chennai,2026-06-14 11:58:41.872998,53,167,36,50,110
Bangalore,2026-06-01 11:58:41.872998,172,117,22,83,144
Mumbai,2026-05-22 11:58:41.872998,176,147,32,85,161
Delhi,2026-05-20 11:58:41.872998,101,57,34,86,79
Chennai,2026-06-06 11:58:41.872998,35,133,21,89,84
Mumbai,2026-05-21 11:58:41.872998,84,36,20,88,60
Hyderabad,2026-06-16 11:58:41.872998,151,188,33,67,169
Bangalore,2026-06-16 11:58:41.872998,195,174,20,75,184
Hyderabad,2026-06-01 11:58:41.872998,29,195,39,49,112
Mumbai,2026-06-12 11:58:41.872998,128,220,34,55,174
Chennai,2026-06-08 11:58:41.872998,91,61,36,47,76
Mumbai,2026-05-31 11:58:41.872998,83,34,23,76,58
Chennai,2026-05-20 11:58:41.872998,29,70,36,67,49
Mumbai,2026-05-21 11:58:41.872998,159,184,37,61,171
Bangalore,2026-06-03 11:58:41.872998,133,167,36,69,150
Delhi,2026-05-24 11:58:41.872998,86,143,30,50,114
Chennai,2026-06-11 11:58:41.872998,51,86,25,66,68
Delhi,2026-06-01 11:58:41.872998,117,123,37,84,120
Bangalore,2026-06-17 11:58:41.872998,92,36,26,42,64
Mumbai,2026-05-19 11:58:41.872998,113,77,38,42,95
Mumbai,2026-06-16 11:58:41.872998,150,236,20,54,193
Bangalore,2026-05-22 11:58:41.872998,87,52,33,56,69
Delhi,2026-06-14 11:58:41.872998,145,192,20,52,168
Chennai,2026-06-09 11:58:41.872998,30,205,29,67,117
Delhi,2026-05-21 11:58:41.872998,176,102,23,73,139
Bangalore,2026-06-04 11:58:41.872998,167,173,32,61,170
Chennai,2026-06-12 11:58:41.872998,54,245,26,67,149
Delhi,2026-06-06 11:58:41.872998,30,214,22,66,122
Hyderabad,2026-06-06 11:58:41.872998,116,66,39,44,91
Mumbai,2026-06-08 11:58:41.872998,157,243,30,43,200
Mumbai,2026-06-17 11:58:41.872998,116,144,38,89,130
Bangalore,2026-05-20 11:58:41.872998,151,110,36,43,130
Bangalore,2026-05-21 11:58:41.872998,54,35,24,53,44
Mumbai,2026-05-31 11:58:41.872998,42,225,37,63,133
Mumbai,2026-05-21 11:58:41.872998,107,37,36,76,72
Chennai,2026-06-06 11:58:41.872998,39,63,37,71,51
Mumbai,2026-06-06 11:58:41.872998,123,135,39,75,129
Delhi,2026-05-19 11:58:41.872998,138,214,26,65,176
Chennai,2026-06-04 11:58:41.872998,84,121,35,53,102
Hyderabad,2026-06-03 11:58:41.872998,31,54,22,62,42
Chennai,2026-05-24 11:58:41.872998,194,221,22,84,207
Bangalore,2026-05-23 11:58:41.872998,21,171,38,48,96
Mumbai,2026-05-29 11:58:41.872998,21,240,30,41,130
Chennai,2026-06-04 11:58:41.872998,80,89,23,89,84
Delhi,2026-06-13 11:58:41.872998,75,126,22,83,100
Bangalore,2026-06-06 11:58:41.872998,28,90,29,48,59
Bangalore,2026-06-04 11:58:41.872998,169,229,30,53,199
Mumbai,2026-06-11 11:58:41.872998,113,178,22,77,145
Hyderabad,2026-06-02 11:58:41.872998,107,165,39,88,136
Mumbai,2026-06-08 11:58:41.872998,54,143,27,83,98
Mumbai,2026-05-20 11:58:41.872998,82,78,37,68,80
Bangalore,2026-06-16 11:58:41.872998,155,110,24,47,132
Delhi,2026-06-10 11:58:41.872998,98,135,33,74,116
Chennai,2026-06-11 11:58:41.872998,168,123,30,57,145
Chennai,2026-06-17 11:58:41.872998,113,188,27,50,150
Chennai,2026-05-31 11:58:41.872998,166,143,36,48,154
Hyderabad,2026-06-04 11:58:41.872998,58,186,20,51,122
Bangalore,2026-06-04 11:58:41.872998,62,127,39,57,94
Hyderabad,2026-05-21 11:58:41.872998,125,201,37,88,163
Chennai,2026-06-11 11:58:41.872998,94,58,31,69,76
Mumbai,2026-05-19 11:58:41.872998,172,216,33,72,194
Delhi,2026-05-29 11:58:41.872998,87,32,39,86,59
Chennai,2026-06-09 11:58:41.872998,156,184,22,57,170
Bangalore,2026-05-26 11:58:41.872998,132,168,23,82,150
Mumbai,2026-06-05 11:58:41.872998,104,95,30,71,99
Bangalore,2026-06-11 11:58:41.872998,192,95,34,41,143
Mumbai,2026-06-16 11:58:41.872998,174,88,23,65,131
Delhi,2026-06-02 11:58:41.872998,127,99,24,51,113
Mumbai,2026-06-15 11:58:41.872998,173,122,39,81,147
Chennai,2026-05-28 11:58:41.872998,131,214,27,72,172
Delhi,2026-06-11 11:58:41.872998,131,32,38,41,81
Bangalore,2026-05-23 11:58:41.872998,148,152,24,76,150
Delhi,2026-06-14 11:58:41.872998,97,150,24,81,123
Bangalore,2026-06-01 11:58:41.872998,68,233,37,74,150
Bangalore,2026-06-16 11:58:41.872998,39,94,30,85,66
Mumbai,2026-06-17 11:58:41.872998,119,53,38,58,86
Chennai,2026-06-04 11:58:41.872998,21,174,21,47,97
Bangalore,2026-05-26 11:58:41.872998,56,155,26,86,105
Bangalore,2026-05-30 11:58:41.872998,71,235,25,41,153
Chennai,2026-06-14 11:58:41.872998,60,191,37,88,125
Hyderabad,2026-06-15 11:58:41.872998,106,181,20,44,143
Hyderabad,2026-05-28 11:58:41.872998,198,34,20,82,116
Mumbai,2026-05-28 11:58:41.872998,187,153,32,70,170
Hyderabad,2026-06-02 11:58:41.872998,101,192,30,52,146
Hyderabad,2026-05-21 11:58:41.872998,155,124,26,89,139
Chennai,2026-06-08 11:58:41.872998,36,234,34,81,135
Hyderabad,2026-06-15 11:58:41.872998,82,84,31,47,83
Mumbai,2026-05-29 11:58:41.872998,144,65,22,86,104
Bangalore,2026-05-26 11:58:41.872998,38,49,21,44,43
Hyderabad,2026-05-31 11:58:41.872998,122,242,35,52,182
Mumbai,2026-06-08 11:58:41.872998,47,209,20,82,128
Chennai,2026-06-17 11:58:41.872998,119,113,25,88,116
Hyderabad,2026-05-29 11:58:41.872998,63,217,38,63,140
Chennai,2026-06-07 11:58:41.872998,40,75,20,46,57
Bangalore,2026-05-24 11:58:41.872998,82,143,32,52,112
Bangalore,2026-06-05 11:58:41.872998,93,193,29,75,143
Hyderabad,2026-05-31 11:58:41.872998,68,104,24,68,86
Mumbai,2026-06-10 11:58:41.872998,45,111,28,84,78
Delhi,2026-05-19 11:58:41.872998,152,205,27,72,178
Bangalore,2026-05-20 11:58:41.872998,76,110,37,72,93
Delhi,2026-05-28 11:58:41.872998,57,62,39,54,59
Delhi,2026-06-10 11:58:41.872998,77,43,39,70,60
Chennai,2026-05-21 11:58:41.872998,168,93,23,88,130
Hyderabad,2026-06-12 11:58:41.872998,64,214,21,48,139
Chennai,2026-06-09 11:58:41.872998,154,217,30,57,185
Chennai,2026-06-04 11:58:41.872998,132,128,30,86,130
Delhi,2026-06-02 11:58:41.872998,96,128,24,85,112
Hyderabad,2026-06-10 11:58:41.872998,75,90,28,56,82
Chennai,2026-05-30 11:58:41.872998,44,165,21,63,104
Hyderabad,2026-05-20 11:58:41.872998,130,148,27,73,139
Mumbai,2026-06-10 11:58:41.872998,79,180,25,64,129
Bangalore,2026-06-12 11:58:41.872998,57,124,31,57,90
Mumbai,2026-05-28 11:58:41.872998,80,80,28,52,80
Mumbai,2026-05-20 11:58:41.872998,179,161,32,53,170
Delhi,2026-06-02 11:58:41.872998,104,68,22,63,86
Delhi,2026-06-09 11:58:41.872998,61,227,31,41,144
Bangalore,2026-06-16 11:58:41.872998,136,164,31,56,150
Chennai,2026-05-19 11:58:41.872998,150,105,38,68,127
Bangalore,2026-05-31 11:58:41.872998,173,132,39,59,152
Delhi,2026-05-22 11:58:41.872998,187,240,31,84,213
Delhi,2026-06-16 11:58:41.872998,152,216,36,53,184
Mumbai,2026-06-16 11:58:41.872998,115,160,20,44,137
Chennai,2026-05-28 11:58:41.872998,27,242,22,49,134
Bangalore,2026-06-12 11:58:41.872998,106,141,20,70,123
Delhi,2026-06-11 11:58:41.872998,109,122,31,65,115
Delhi,2026-05-29 11:58:41.872998,89,184,26,45,136
Hyderabad,2026-06-06 11:58:41.872998,58,241,30,46,149
Mumbai,2026-06-06 11:58:41.872998,198,55,35,89,126
Delhi,2026-06-11 11:58:41.872998,35,33,22,67,34
Bangalore,2026-06-13 11:58:41.872998,68,206,24,76,137
Mumbai,2026-05-30 11:58:41.872998,123,178,23,55,150
Mumbai,2026-06-07 11:58:41.872998,84,232,37,81,158
Hyderabad,2026-06-08 11:58:41.872998,182,108,21,74,145
Mumbai,2026-05-24 11:58:41.872998,173,199,26,88,186
Hyderabad,2026-05-29 11:58:41.872998,44,223,32,74,133
Bangalore,2026-06-13 11:58:41.872998,178,115,21,55,146
Chennai,2026-06-17 11:58:41.872998,139,211,28,76,175
Hyderabad,2026-05-24 11:58:41.872998,118,133,21,47,125
Chennai,2026-05-19 11:58:41.872998,161,237,28,87,199
Mumbai,2026-06-05 11:58:41.872998,116,43,34,49,79
Hyderabad,2026-05-30 11:58:41.872998,90,186,25,77,138
Mumbai,2026-05-31 11:58:41.872998,100,124,29,43,112
Delhi,2026-06-01 11:58:41.872998,90,101,35,42,95
Bangalore,2026-06-17 11:58:41.872998,190,219,26,48,204
Mumbai,2026-06-12 11:58:41.872998,123,168,37,60,145
Delhi,2026-06-09 11:58:41.872998,181,193,22,65,187
